None,count,count,count,count,count,count
15066,290.0,4.0,1.0,,1.0,475.0
15068,4.0,,,,,10.0
15071,5.0,3.0,1.0,,,6.0
15072,1.0,,,,,2.0
15073,42.0,2.0,,,,85.0
15084,57.0,,,,,65.0
15089,2.0,,,,,4.0
15094,603.0,7.0,4.0,1.0,7.0,1143.0
15106,1252.0,28.0,5.0,1.0,5.0,2182.0
15107,2.0,,,,,2.0
15112,405.0,6.0,2.0,,1.0,659.0
15113,4.0,,,,,5.0
15117,5032.0,201.0,107.0,7.0,39.0,8460.0
15122,900.0,10.0,11.0,,3.0,1462.0
15130,22.0,,,,,125.0
15134,3240.0,109.0,39.0,5.0,18.0,5162.0
15135,71.0,1.0,1.0,,,146.0
15138,4.0,,,,,7.0
15141,2254.0,41.0,26.0,,11.0,3340.0
15147,371.0,26.0,8.0,1.0,1.0,620.0
15148,12.0,,,,,6.0
15149,4.0,1.0,,,,6.0
15150,654.0,7.0,3.0,,4.0,963.0
15152,3.0,,,,,
15164,134.0,5.0,3.0,1.0,2.0,197.0
15168,35290.0,707.0,299.0,42.0,193.0,55477.0
15178,18.0,,,,,16.0
15179,42.0,,,,,79.0
15181,6.0,,,,,5.0
15182,1.0,,,,,2.0
15197,70.0,5.0,3.0,,1.0,101.0
15205,1.0,,,,,
15209,1.0,,,,,4.0
15214,1.0,,,,,1.0
15218,5.0,,,,,16.0
15233,55.0,1.0,1.0,,,102.0
15234,2.0,1.0,1.0,,,9.0
15238,1.0,,,,,
15239,7.0,,,,,4.0
15243,415.0,4.0,2.0,,,655.0
15247,3.0,,,,,3.0
15248,3.0,,,,,2.0
15252,10.0,,,,,12.0
15253,10.0,,,,,12.0
15258,12382.0,220.0,88.0,7.0,66.0,18282.0
15259,59738.0,2342.0,979.0,70.0,327.0,89976.0
15272,503.0,12.0,7.0,2.0,3.0,1052.0
15282,328.0,2.0,2.0,,6.0,510.0
15283,84.0,1.0,1.0,,,129.0
15285,6.0,,,,,3.0
15296,14.0,,,,,24.0
15306,257.0,8.0,3.0,,1.0,354.0
15327,2952.0,72.0,42.0,3.0,13.0,4380.0
15344,5.0,,,,,11.0
15358,611.0,26.0,10.0,2.0,2.0,969.0
15360,2.0,,,,,3.0
15363,11.0,,,,,31.0
15366,2.0,,,,,10.0
15367,5.0,1.0,,,,7.0
15368,13.0,,,,,15.0
15369,275.0,4.0,2.0,,,449.0
15375,2.0,,,,,2.0
15384,37.0,1.0,1.0,,,63.0
15391,1397.0,37.0,17.0,3.0,3.0,2060.0
15392,246.0,6.0,5.0,,3.0,363.0
15394,85.0,1.0,1.0,,,167.0
15398,1.0,,,,,
15401,29.0,2.0,1.0,,,38.0
15402,2.0,,,,,2.0
15404,1584.0,38.0,18.0,3.0,2.0,2433.0
15405,34.0,,,,,79.0
15407,5.0,,,,,10.0
15409,177.0,1.0,2.0,,1.0,267.0
15417,8.0,,,,,11.0
15419,145.0,4.0,1.0,1.0,1.0,226.0
15432,1.0,,,,,1.0
15445,1.0,,,,,
15450,44.0,,,,,98.0
15461,116.0,2.0,,,1.0,181.0
15462,4.0,,,,,5.0
15469,4.0,,,,,4.0
15474,2.0,,,,,3.0
15481,2932.0,42.0,22.0,1.0,18.0,4249.0
15506,34.0,,,,,53.0
15510,625.0,8.0,6.0,,3.0,900.0
15511,3199.0,35.0,21.0,,18.0,5015.0
15513,1.0,,,,,2.0
15530,61.0,,,,,75.0
15544,1.0,,,,,2.0
15545,21.0,,,,,40.0
15547,6936.0,198.0,101.0,34.0,39.0,9550.0
15548,4.0,,,,,2.0
15557,,,,,,47.0
15563,160.0,3.0,1.0,,1.0,353.0
15565,17.0,,,,,25.0
15566,8.0,,,,,8.0
15568,62.0,1.0,2.0,,2.0,93.0
15571,82.0,1.0,,,,151.0
15578,5.0,,,,,8.0
15586,1.0,,,,,2.0
15598,2559.0,34.0,22.0,2.0,16.0,4654.0
15607,21.0,,,,,35.0
15608,14.0,,,,,15.0
15611,2.0,,,,,
15618,2.0,,,,,3.0
15630,12.0,3.0,,,,15.0
15633,6.0,,,,,4.0
15636,2.0,,,,,3.0
15642,85.0,1.0,,1.0,1.0,129.0
15648,336.0,5.0,2.0,,,550.0
15654,99.0,,,,,131.0
15661,7383.0,254.0,114.0,13.0,33.0,13525.0
15664,474.0,,,,,649.0
15670,18.0,,,,,26.0
15671,9.0,,,,,21.0
15682,1.0,,,,,2.0
15686,1.0,,,,,
15691,49.0,,,,,71.0
15697,9.0,,,,,12.0
15698,7.0,,,,,11.0
15711,2.0,,,,,3.0
15713,17.0,,,,,42.0
15722,2.0,,,,,2.0
15725,24.0,,,,,49.0
15726,1.0,,,,,
15733,421.0,4.0,7.0,,3.0,796.0
15734,3731.0,79.0,35.0,1.0,23.0,5564.0
15738,3.0,,,,,2.0
15740,3454.0,114.0,52.0,15.0,24.0,7021.0
15741,18.0,,,,,10.0
15746,115.0,1.0,2.0,,,205.0
15750,127.0,,,,,411.0
15755,1.0,,,,,2.0
15758,2.0,,,,,1.0
15769,319.0,10.0,7.0,4.0,3.0,440.0
15770,10.0,,,,,2.0
15780,1550.0,26.0,14.0,4.0,11.0,2467.0
15781,5861.0,263.0,131.0,2.0,22.0,9874.0
15782,146.0,2.0,,,,281.0
15783,52.0,,,,,59.0
15785,841.0,,,,12.0,1539.0
15787,29.0,3.0,2.0,,,35.0
15806,1645.0,9.0,20.0,,12.0,2702.0
15813,2.0,,,,,
15818,21.0,2.0,,,,34.0
15821,2893.0,85.0,45.0,18.0,14.0,4616.0
15828,268.0,4.0,1.0,1.0,3.0,468.0
15830,264.0,3.0,6.0,1.0,,380.0
15834,,,,,,4.0
15840,24.0,3.0,1.0,,,66.0
15847,13.0,1.0,1.0,,,27.0
15856,1.0,,,,,
15868,4.0,,,,1.0,6.0
15871,2.0,,,,,3.0
15874,764.0,13.0,11.0,,5.0,1150.0
15886,8.0,,,,,13.0
15892,,,,,,3.0
15896,2.0,,,,,4.0
15898,10.0,,,,,13.0
15906,477.0,7.0,4.0,,1.0,761.0
15909,13.0,,,,,18.0
15917,1.0,,,,,
15919,840.0,7.0,7.0,,4.0,1163.0
15921,9073.0,277.0,123.0,6.0,52.0,14270.0
15926,260.0,3.0,2.0,,1.0,452.0
15928,34.0,,,,,51.0
15933,1.0,,,,,1.0
15942,1.0,,,,,
15947,2.0,1.0,,,,3.0
15950,109.0,1.0,1.0,,,147.0
15961,1.0,,,,,1.0
15963,6.0,,,,,12.0
15969,105.0,2.0,,,1.0,186.0
15977,1.0,,,,,1.0
15987,12707.0,373.0,198.0,23.0,90.0,21305.0
15993,393.0,,,,7.0,712.0
15994,1.0,,,,,2.0
16002,82.0,3.0,2.0,,,179.0
16008,,,,,,8.0
16011,1124.0,30.0,13.0,2.0,6.0,1794.0
16012,12.0,,,,,18.0
16014,132.0,,,,1.0,229.0
16017,8.0,,,,,16.0
16024,150.0,4.0,4.0,,,206.0
16031,266.0,6.0,3.0,,3.0,408.0
16039,679.0,17.0,7.0,,4.0,1139.0
16045,340.0,4.0,9.0,,3.0,542.0
16048,430.0,10.0,6.0,1.0,4.0,631.0
16054,97.0,2.0,2.0,,1.0,160.0
16061,15.0,,,,,38.0
16067,,,,,,7.0
16072,1776.0,37.0,27.0,4.0,14.0,2905.0
16073,11.0,,,,,13.0
16077,11.0,,,,,13.0
16097,1.0,,,,,2.0
16098,209.0,17.0,11.0,,,328.0
16103,176.0,14.0,,,,176.0
16104,20.0,,,,,26.0
16118,2.0,,,,,2.0
16119,1.0,,,,,
16126,29.0,,,,,27.0
16127,5529.0,172.0,74.0,4.0,37.0,9098.0
16134,18.0,,,,,18.0
16138,5.0,,,,,2.0
16139,103.0,6.0,4.0,,,174.0
16141,20429.0,588.0,289.0,9.0,113.0,34929.0
16144,288.0,13.0,4.0,,1.0,482.0
16146,2680.0,68.0,38.0,15.0,24.0,3678.0
16151,168.0,3.0,2.0,,2.0,327.0
16160,12.0,,,,,22.0
16165,1.0,,,,,
16166,3.0,,,,,8.0
16168,24.0,,,,,44.0
16175,1.0,,,,,
16177,4.0,,,,,5.0
16178,1148.0,33.0,17.0,1.0,6.0,2048.0
16183,10.0,,,,,10.0
16199,206.0,,,,5.0,480.0
16203,7043.0,166.0,85.0,13.0,28.0,11538.0
16219,4.0,,,,,7.0
16220,42.0,2.0,1.0,,,60.0
16222,4413.0,92.0,37.0,11.0,19.0,7366.0
16225,5.0,,,,,9.0
16228,60.0,1.0,,,1.0,103.0
16230,2728.0,,,,13.0,4377.0
16231,492.0,8.0,4.0,,,702.0
16232,19.0,,,,,28.0
16233,3.0,,,,,3.0
16235,18.0,1.0,,7.0,,41.0
16238,64.0,,,,,116.0
16242,5.0,1.0,,,,9.0
16249,3267.0,44.0,26.0,,13.0,4502.0
16259,13.0,,,,,15.0
16261,1.0,,,,,10.0
16265,16.0,1.0,1.0,,,25.0
16277,234.0,5.0,5.0,,4.0,414.0
16278,14.0,,,,,29.0
16279,131.0,6.0,5.0,,2.0,262.0
16281,669.0,6.0,3.0,,3.0,815.0
16300,23.0,1.0,,1.0,,26.0
16304,8.0,,,,,11.0
16306,916.0,21.0,2.0,,10.0,1137.0
16319,54.0,,,,,73.0
16321,7.0,1.0,,,,5.0
16322,67.0,,,,,112.0
16325,10.0,,,,,27.0
16329,75.0,,,,,126.0
16338,111.0,4.0,2.0,,,179.0
16339,1.0,,,,,
16341,99.0,1.0,1.0,,,167.0
16350,66.0,,,,,97.0
16360,,1.0,,,,
16362,4.0,,,,,5.0
16367,29.0,1.0,,,,20.0
16370,2.0,,,,,4.0
16373,3845.0,3.0,1.0,,31.0,6252.0
16389,405.0,9.0,3.0,,2.0,553.0
16415,334.0,9.0,4.0,,1.0,496.0
16416,116.0,2.0,,,1.0,251.0
16420,15.0,,,,,24.0
16422,165.0,3.0,2.0,,2.0,216.0
16427,1540.0,16.0,9.0,,7.0,2360.0
16432,,,,,,1.0
16435,552.0,18.0,8.0,,,877.0
16443,184.0,9.0,9.0,,3.0,216.0
16449,4.0,,,,,6.0
16450,3.0,,,,,5.0
16452,2.0,1.0,,,,
16460,1.0,,,,,
16466,9.0,,,,,14.0
16487,8.0,,,,,16.0
16488,12.0,,,,,20.0
16489,59.0,2.0,2.0,,,91.0
16493,5.0,,,,,5.0
16495,1.0,,,,,1.0
16498,3.0,,,,,1.0
16499,1.0,,,,,4.0
16501,1.0,,,,,
16504,27.0,1.0,1.0,,,42.0
16519,571.0,10.0,6.0,,2.0,879.0
16520,367.0,12.0,7.0,1.0,5.0,668.0
16523,776.0,22.0,14.0,,10.0,1557.0
16533,229.0,,2.0,,1.0,278.0
16534,18.0,,,,,22.0
16547,11.0,,,,,10.0
16560,8.0,1.0,1.0,,,10.0
16561,1400.0,32.0,18.0,1.0,5.0,2058.0
16564,8.0,,,,,13.0
16569,6480.0,118.0,74.0,5.0,23.0,12175.0
16572,4.0,,,,,8.0
16573,31.0,,,,,47.0
16574,9.0,,,,,5.0
16579,24705.0,586.0,266.0,58.0,101.0,34213.0
16582,1.0,,,,,1.0
16589,5.0,,,,,6.0
16593,148.0,4.0,2.0,,,235.0
16594,106.0,2.0,,,,187.0
16600,11.0,,,,,17.0
16603,2.0,,,,,
16609,2048.0,3.0,3.0,,3.0,3310.0
16625,7.0,,,,,14.0
16636,155.0,2.0,1.0,,,240.0
16638,17.0,,,,,23.0
16649,4.0,,,,,6.0
16654,231.0,,,,,275.0
16661,,,,,,4.0
16669,63.0,1.0,1.0,,3.0,123.0
16670,604.0,3.0,1.0,,3.0,1012.0
16672,124.0,2.0,1.0,,1.0,150.0
16673,8.0,,,,,8.0
16678,855.0,26.0,10.0,,3.0,1554.0
16679,2138.0,98.0,73.0,16.0,11.0,3269.0
16681,3.0,,,,,4.0
16682,9.0,,,,,6.0
16691,2.0,,,,,4.0
16696,33.0,2.0,2.0,,,69.0
16704,1.0,,,,,
16705,1.0,,,,,6.0
16708,95.0,2.0,,,,112.0
16711,241.0,,,,,145.0
16712,132.0,4.0,4.0,,3.0,252.0
16714,152.0,5.0,1.0,1.0,,238.0
16718,220.0,2.0,1.0,,1.0,444.0
16720,36.0,1.0,1.0,,,52.0
16724,8.0,,,,,8.0
16731,16.0,,,,,23.0
16732,244.0,1.0,1.0,,,396.0
16740,1357.0,32.0,16.0,,6.0,2245.0
16750,12.0,,,,,22.0
16752,12.0,1.0,,,,16.0
16756,25.0,,1.0,1.0,,60.0
16760,2197.0,58.0,33.0,1.0,10.0,3381.0
16761,1034.0,18.0,15.0,,4.0,1658.0
16762,268.0,,,,2.0,861.0
16765,34.0,,,,1.0,62.0
16766,656.0,11.0,6.0,2.0,,1013.0
16768,3.0,,,,,6.0
16786,867.0,4.0,2.0,,2.0,1282.0
16787,19.0,,,,,53.0
16791,137.0,2.0,,1.0,,261.0
16801,146.0,1.0,,,,253.0
16807,4.0,,,,,9.0
16815,644.0,13.0,5.0,,,1076.0
16817,31.0,3.0,,,1.0,84.0
16818,2.0,,,,,7.0
16824,1534.0,70.0,34.0,14.0,11.0,2519.0
16826,261.0,8.0,4.0,,,452.0
16831,5.0,,,,,14.0
16839,1442.0,55.0,11.0,5.0,8.0,2448.0
16843,1.0,,,,,2.0
16847,105.0,6.0,4.0,1.0,2.0,168.0
16848,586.0,18.0,8.0,2.0,3.0,1008.0
16864,1618.0,40.0,14.0,4.0,14.0,2882.0
16865,153.0,1.0,2.0,,2.0,261.0
16866,9.0,,,,,9.0
16871,11.0,,,,1.0,23.0
16874,26.0,1.0,,,,54.0
16876,1402.0,24.0,11.0,,7.0,2064.0
16879,,,,,,5.0
16887,2.0,,,,,4.0
16888,1.0,1.0,1.0,,,2.0
16889,83.0,1.0,,,,153.0
16892,2.0,,,,,5.0
16893,12.0,,,,,16.0
16894,1047.0,19.0,14.0,,7.0,1631.0
16895,16.0,,,,,34.0
16896,11.0,,,,,17.0
16902,,,,,,14.0
16912,2.0,,,,,2.0
16921,10.0,2.0,,,,25.0
16931,67.0,2.0,,,,69.0
16950,148.0,2.0,,,1.0,245.0
16952,42.0,,,,,91.0
16961,15.0,2.0,,1.0,,13.0
16965,99.0,1.0,1.0,,2.0,144.0
16967,3.0,,,,,8.0
16971,837.0,17.0,15.0,1.0,2.0,1172.0
16972,28.0,,1.0,,,26.0
16978,2.0,,,,,2.0
16981,8.0,,,,,6.0
16982,3.0,,,,,4.0
16991,1.0,,,,,
16999,10.0,,,,,4.0
17009,14.0,,,,,21.0
17010,788.0,8.0,9.0,2.0,5.0,1013.0
17013,23.0,,,,,23.0
17014,129.0,4.0,4.0,,1.0,169.0
17024,1.0,,,,,1.0
17032,9221.0,206.0,79.0,13.0,51.0,14254.0
17043,4.0,,,,,5.0
17045,8.0,,,,,26.0
17054,224.0,6.0,2.0,,2.0,298.0
17059,9.0,,,,,8.0
17065,1123.0,23.0,10.0,2.0,2.0,2078.0
17066,88.0,1.0,1.0,,,148.0
17067,2.0,,,,,8.0
17069,638.0,7.0,,1.0,2.0,946.0
17073,683.0,3.0,5.0,,2.0,1031.0
17080,2.0,,,,,4.0
17090,75.0,3.0,,1.0,1.0,142.0
17099,31.0,,,,,50.0
17100,9.0,,,1.0,,8.0
17103,62.0,3.0,,1.0,,77.0
17108,26.0,3.0,1.0,,,50.0
17110,41.0,1.0,,,,49.0
17123,177.0,9.0,7.0,1.0,,279.0
17130,12.0,1.0,1.0,,,19.0
17138,76.0,1.0,1.0,,,108.0
17142,4.0,,,,,16.0
17143,214.0,1.0,,,1.0,385.0
17147,4.0,,,,,2.0
17149,106.0,2.0,,,1.0,159.0
17152,67.0,1.0,,,,101.0
17170,2.0,,,,,3.0
17189,2.0,,,,,5.0
17215,2129.0,34.0,17.0,,11.0,3916.0
17224,10.0,1.0,1.0,,,16.0
17227,1.0,,,,,
17238,,1.0,,,,
17241,2.0,,,,,2.0
17242,1865.0,50.0,12.0,2.0,13.0,3236.0
17261,1.0,,,,,2.0
17262,42.0,1.0,1.0,,,71.0
17277,380.0,10.0,2.0,,1.0,558.0
17279,4.0,1.0,1.0,,,10.0
17280,4.0,,,,,3.0
17285,216.0,3.0,3.0,,1.0,318.0
17287,193.0,,,,2.0,372.0
17290,3538.0,229.0,126.0,9.0,9.0,6590.0
17292,4.0,,,,,
17298,695.0,21.0,9.0,3.0,3.0,1145.0
17299,6.0,,,,,12.0
17301,691.0,2.0,,,2.0,1125.0
17303,53.0,1.0,1.0,,,114.0
17318,3.0,,,,,7.0
17319,2.0,,,,,3.0
17320,762.0,35.0,30.0,1.0,3.0,1515.0
17324,31.0,1.0,1.0,,,46.0
17335,2.0,,,,,3.0
17341,1.0,,,,,
17343,4.0,1.0,1.0,,,10.0
17344,728.0,8.0,3.0,,7.0,1052.0
17350,84.0,3.0,5.0,,,164.0
17354,6252.0,141.0,63.0,2.0,32.0,11403.0
17357,2.0,,,,,3.0
17359,170.0,10.0,6.0,,1.0,238.0
17361,133.0,,,,,242.0
17363,19.0,,,,1.0,23.0
17364,8.0,,,,,14.0
17373,2.0,,,,,3.0
17375,2.0,,,,,4.0
17377,7.0,,,,,21.0
17378,216.0,2.0,1.0,,,300.0
17381,808.0,44.0,33.0,5.0,2.0,1931.0
17382,168.0,1.0,,,1.0,235.0
17392,2.0,,,,,
17393,68.0,6.0,1.0,,1.0,84.0
17401,21.0,,,,1.0,50.0
17411,2.0,,,,,
17416,2866.0,89.0,38.0,11.0,26.0,5860.0
17418,256.0,1.0,1.0,,1.0,398.0
17419,160.0,2.0,2.0,,2.0,223.0
17423,281.0,6.0,3.0,,2.0,497.0
17429,1185.0,55.0,37.0,3.0,3.0,2316.0
17441,1.0,,,,,
17456,2.0,,,,,4.0
17470,15349.0,437.0,196.0,23.0,85.0,25753.0
17472,1.0,,,,,2.0
17473,588.0,20.0,4.0,1.0,3.0,795.0
17479,88.0,5.0,2.0,1.0,,126.0
17481,46.0,1.0,1.0,,,62.0
17497,97.0,,,,1.0,158.0
17500,232.0,,,,1.0,332.0
17513,529.0,9.0,7.0,,2.0,784.0
17517,1.0,,,,,2.0
17524,78.0,1.0,1.0,,,124.0
17529,3698.0,138.0,79.0,17.0,21.0,6788.0
17538,2.0,,,,,1.0
17558,2.0,,,,,2.0
17563,89.0,,,,1.0,149.0
17572,28.0,,,,,53.0
17575,4.0,,,,,9.0
17576,435.0,12.0,10.0,,5.0,765.0
17579,37.0,,,,1.0,49.0
17586,561.0,11.0,6.0,,3.0,1007.0
17588,6.0,1.0,1.0,,,10.0
17600,245.0,3.0,4.0,,1.0,387.0
17602,258.0,5.0,3.0,,,491.0
17605,39.0,,,,,55.0
17606,118.0,4.0,1.0,,,279.0
17608,9.0,,,,,21.0
17613,3.0,,,,,1.0
17614,20.0,,,,,40.0
17625,2.0,,,,,4.0
17632,137.0,3.0,1.0,,,170.0
17635,1.0,,,,,2.0
17639,45.0,,,,,49.0
17643,826.0,21.0,13.0,3.0,4.0,1427.0
17646,96.0,2.0,1.0,,,137.0
17658,175.0,2.0,3.0,,2.0,375.0
17659,1.0,,,,,2.0
17660,21960.0,806.0,439.0,112.0,130.0,33150.0
17666,1211.0,13.0,12.0,,3.0,1815.0
17694,55.0,,,,1.0,113.0
17707,25.0,,,,,52.0
17708,40.0,,,,,45.0
17709,94.0,,,,,144.0
17712,20.0,,,,,55.0
17713,16.0,,,,,33.0
17715,6.0,,,,1.0,11.0
17732,663.0,15.0,12.0,1.0,6.0,901.0
17733,153.0,3.0,3.0,,2.0,244.0
17741,7.0,,,,1.0,21.0
17742,192.0,4.0,1.0,1.0,,305.0
17745,25.0,,,3.0,,40.0
17753,4.0,,,,,9.0
17762,3.0,,,,,19.0
17769,21.0,,,,,55.0
17771,6.0,,,,,15.0
17792,220.0,5.0,4.0,,,387.0
17796,30.0,1.0,1.0,,1.0,78.0
17797,9.0,,,,,15.0
17799,3022.0,81.0,44.0,2.0,20.0,5194.0
17815,60.0,,,,,100.0
17816,16.0,,,,,42.0
17840,10.0,,,,,10.0
17841,2.0,,,,,3.0
17857,25.0,,,,,41.0
17859,4.0,,,,,
17872,23.0,,,,,41.0
17873,141.0,1.0,,,,288.0
17892,97.0,2.0,1.0,,,168.0
17898,6.0,,,,,7.0
17904,8.0,,,,,15.0
17908,36.0,,,,1.0,65.0
17911,4.0,,,,,6.0
17917,58.0,,,,1.0,91.0
17918,72.0,2.0,,,,117.0
17923,8.0,2.0,,,,17.0
17933,51.0,3.0,1.0,,,90.0
17954,161.0,2.0,1.0,,,311.0
17956,15.0,1.0,1.0,,,21.0
17959,2.0,,,,,2.0
17961,1.0,,,,,2.0
17966,441.0,,,,,748.0
17970,15.0,1.0,1.0,,,30.0
17974,2.0,,,,,
17977,5.0,,,,,3.0
17979,9.0,,,,,17.0
17986,6.0,,,,,21.0
17994,2.0,,,,,4.0
17996,5.0,,,,,16.0
18002,,,,,,11.0
18005,1.0,,,,,1.0
18009,49.0,,1.0,,,81.0
18021,2.0,,,,,5.0
18022,14.0,,,,,26.0
18023,19.0,1.0,1.0,,,29.0
18024,2054.0,68.0,17.0,2.0,20.0,3565.0
18026,3.0,,,,,6.0
18030,3.0,,,,,3.0
18031,6654.0,99.0,42.0,1.0,44.0,10790.0
18039,132.0,6.0,3.0,1.0,1.0,208.0
18047,4.0,,,,,2.0
18050,38.0,1.0,2.0,,,59.0
18051,9.0,,,,,5.0
18053,220.0,,,,,324.0
18072,8.0,,,,,11.0
18080,638.0,12.0,7.0,,3.0,1069.0
18089,2.0,,,,,1.0
18093,41.0,,,,,49.0
18099,21.0,1.0,1.0,,,39.0
18103,36621.0,887.0,449.0,26.0,199.0,73426.0
18111,20.0,1.0,1.0,,,41.0
18112,63.0,1.0,1.0,,,114.0
18113,318.0,5.0,1.0,,2.0,525.0
18114,2.0,,,,,4.0
18116,1241.0,22.0,17.0,,8.0,1818.0
18131,5.0,,,,,5.0
18132,869.0,36.0,13.0,6.0,3.0,1532.0
18133,504.0,17.0,10.0,,1.0,962.0
18136,12.0,,,,,16.0
18145,1.0,,,,,2.0
18148,16.0,,,,,40.0
18152,837.0,7.0,2.0,,,1346.0
18153,38.0,,,,,52.0
18155,45.0,1.0,,,,39.0
18162,4.0,,,,,7.0
18165,6.0,,,,,5.0
18169,2.0,,,,,2.0
18176,3.0,,,1.0,,3.0
18183,12.0,,,,,45.0
18187,4.0,,,,,2.0
18189,545.0,21.0,19.0,,2.0,1036.0
18194,8.0,1.0,,,,9.0
18201,29.0,,,,,49.0
18205,405.0,13.0,6.0,2.0,,755.0
18210,9.0,1.0,,,1.0,16.0
18211,14.0,,,,,27.0
18221,527.0,2.0,2.0,,1.0,751.0
18224,5.0,,,1.0,,8.0
18237,1.0,,,,,
18252,7.0,,,,,11.0
18254,3627.0,120.0,88.0,8.0,30.0,5364.0
18255,3.0,,,,,3.0
18273,8.0,,,,,9.0
18279,2863.0,85.0,61.0,18.0,13.0,4698.0
18282,5.0,,,,,16.0
18289,1.0,,,,,1.0
18290,826.0,9.0,6.0,,3.0,1148.0
18296,2.0,,,,,2.0
18299,24.0,3.0,2.0,,,44.0
18301,555.0,8.0,3.0,,4.0,767.0
18307,624.0,24.0,18.0,1.0,5.0,902.0
18330,15.0,,,,,49.0
18336,5.0,,,,,4.0
18338,14.0,1.0,,,,49.0
18340,15.0,,,,,23.0
18341,15473.0,484.0,253.0,13.0,99.0,23872.0
18342,2.0,,,,,3.0
18344,1137.0,25.0,14.0,,10.0,2151.0
18356,,,,,21.0,6154.0
18365,13.0,2.0,2.0,,,41.0
18368,126.0,,,,1.0,155.0
18369,463.0,18.0,12.0,1.0,4.0,1109.0
18374,2.0,1.0,1.0,,,2.0
18378,8.0,,,,,12.0
18384,55.0,1.0,,,,47.0
18391,2.0,,,,,2.0
18395,917.0,17.0,6.0,,9.0,1587.0
18397,48.0,,,,,71.0
18400,1.0,,,,,2.0
18401,7.0,,,,,12.0
18410,3.0,,,,,4.0
18412,117347.0,3772.0,1518.0,177.0,699.0,199650.0
18427,212.0,,,,2.0,281.0
18429,41.0,1.0,1.0,,1.0,57.0
18436,39.0,,,,,125.0
18450,3.0,,,,,2.0
18451,139.0,,,,1.0,247.0
18452,63.0,,,,,87.0
18454,8.0,,,,,8.0
18458,12.0,,,,,18.0
18462,1.0,,,,,2.0
18467,197.0,,,,,260.0
18476,7.0,,,,,5.0
18479,6.0,,,,,5.0
18480,94.0,1.0,1.0,,1.0,135.0
18482,8.0,,,,,13.0
18498,57.0,,,,,91.0
18504,18.0,,,,,27.0
18508,6.0,,,,,10.0
18530,38.0,1.0,1.0,,,56.0
18535,238.0,2.0,2.0,,3.0,422.0
18536,45.0,1.0,,,,67.0
18539,30.0,1.0,1.0,,,54.0
18549,73.0,1.0,1.0,,,126.0
18550,48.0,1.0,1.0,,,91.0
18551,3.0,,,,,4.0
18562,4.0,,,,,4.0
18565,6.0,,,,,4.0
18572,5.0,,,,,18.0
18574,12.0,2.0,1.0,,,26.0
18581,381.0,12.0,7.0,1.0,1.0,635.0
18583,27.0,1.0,,,,45.0
18585,22738.0,724.0,379.0,53.0,147.0,33803.0
18589,7.0,,,,1.0,13.0
18599,2.0,,,,,
18601,66.0,6.0,3.0,,,126.0
18611,7774.0,5.0,3.0,,15.0,12187.0
18614,2.0,,,,,
18618,4.0,,,,,5.0
18622,77.0,,,,,130.0
18625,81.0,,,,,143.0
18646,4.0,,,,,6.0
18647,4.0,,,,,4.0
18653,662.0,21.0,8.0,,1.0,1135.0
18654,26.0,1.0,1.0,,,34.0
18658,250.0,12.0,6.0,1.0,1.0,361.0
18674,131.0,2.0,3.0,,1.0,267.0
18676,209.0,2.0,1.0,1.0,2.0,322.0
18678,4.0,,,,,5.0
18686,39.0,,,,,46.0
18688,93.0,2.0,1.0,,1.0,142.0
18700,19.0,1.0,1.0,,,26.0
18703,1094.0,30.0,12.0,1.0,3.0,1646.0
18717,1.0,,,,,14.0
18720,3.0,,,,,9.0
18722,3.0,,,,,4.0
18726,45.0,,,,,62.0
18729,6.0,,,,,12.0
18739,146.0,4.0,6.0,,1.0,233.0
18745,4.0,,,,,4.0
18756,40.0,,,,1.0,78.0
18772,91.0,,1.0,,,151.0
18776,16.0,,,,,22.0
18781,318.0,1.0,3.0,1.0,1.0,705.0
18786,6.0,,,,,12.0
18797,11.0,,,,,18.0
18809,16.0,,,,,12.0
18813,87.0,,1.0,,,165.0
18826,9.0,,,,,14.0
18827,34.0,,,,,46.0
18829,1.0,,,,,4.0
18831,107.0,1.0,1.0,,1.0,196.0
18837,51.0,,,,,63.0
18840,201.0,3.0,3.0,,,273.0
18842,278.0,,,,4.0,365.0
18853,6.0,,,,,9.0
18858,1.0,,,,,2.0
18859,6.0,,,,,16.0
18860,13.0,,,,,14.0
18868,5.0,,,,,8.0
18869,117.0,5.0,4.0,,2.0,219.0
18870,20.0,,,,,33.0
18878,12.0,,,,,17.0
18884,28.0,,,,,33.0
18885,28.0,,,,,36.0
18892,54.0,,,,,73.0
18900,75.0,1.0,,1.0,,102.0
18902,2.0,,,,,2.0
18907,1.0,,,,,2.0
18909,3.0,,,,,5.0
18912,8865.0,266.0,155.0,13.0,45.0,14154.0
18914,2.0,,,,,4.0
18921,223.0,8.0,1.0,,2.0,331.0
18926,22.0,,,,,37.0
18931,298.0,6.0,1.0,,4.0,582.0
18936,5.0,,,,,7.0
18939,29.0,,,,,41.0
18946,83.0,2.0,2.0,,,104.0
18948,1.0,,,,,1.0
18950,34.0,2.0,1.0,,,55.0
18951,51.0,2.0,1.0,,1.0,85.0
18960,21.0,,,,,27.0
18963,4.0,,,,,6.0
18972,173.0,1.0,1.0,,1.0,303.0
18990,56.0,,,,,158.0
18998,3.0,,,,,7.0
19001,11.0,,,,,20.0
19002,113.0,2.0,,,,176.0
19009,87.0,3.0,,,,148.0
